
	-300.0000000000		-300.0000000000		0.0000000000	
	-300.0000000000		-280.0000000000		0.0000000000	
	-300.0000000000		-260.0000000000		0.0000000000	
	-300.0000000000		-240.0000000000		0.0000000000	
	-300.0000000000		-220.0000000000		0.0000000000	
	-300.0000000000		-200.0000000000		0.0000000000	
	-300.0000000000		-180.0000000000		0.0000000000	
	-300.0000000000		-160.0000000000		0.0000000000	
	-300.0000000000		-140.0000000000		0.0000000000	
	-300.0000000000		-120.0000000000		0.0000000000	
	-300.0000000000		-100.0000000000		0.0000000000	
	-300.0000000000		-80.0000000000		0.0000000000	
	-300.0000000000		-60.0000000000		0.0000000000	
	-300.0000000000		-40.0000000000		0.0000000000	
	-300.0000000000		-20.0000000000		0.0000000000	
	-300.0000000000		0.0000000000		0.0000000000	
	-300.0000000000		20.0000000000		0.0000000000	
	-300.0000000000		40.0000000000		0.0000000000	
	-300.0000000000		60.0000000000		0.0000000000	
	-300.0000000000		80.0000000000		0.0000000000	
	-300.0000000000		100.0000000000		0.0000000000	
	-300.0000000000		120.0000000000		0.0000000000	
	-300.0000000000		140.0000000000		0.0000000000	
	-300.0000000000		160.0000000000		0.0000000000	
	-300.0000000000		180.0000000000		0.0000000000	
	-300.0000000000		200.0000000000		0.0000000000	
	-300.0000000000		220.0000000000		0.0000000000	
	-300.0000000000		240.0000000000		0.0000000000	
	-300.0000000000		260.0000000000		0.0000000000	
	-300.0000000000		280.0000000000		0.0000000000	
	-300.0000000000		300.0000000000		0.0000000000	

	-280.0000000000		-300.0000000000		0.0000000000	
	-280.0000000000		-280.0000000000		0.0000000000	
	-280.0000000000		-260.0000000000		0.0000000000	
	-280.0000000000		-240.0000000000		0.0000000000	
	-280.0000000000		-220.0000000000		0.0000000000	
	-280.0000000000		-200.0000000000		0.0000000000	
	-280.0000000000		-180.0000000000		0.0000000000	
	-280.0000000000		-160.0000000000		0.0000000000	
	-280.0000000000		-140.0000000000		0.0000000000	
	-280.0000000000		-120.0000000000		0.0000000000	
	-280.0000000000		-100.0000000000		0.0000000000	
	-280.0000000000		-80.0000000000		0.0000000000	
	-280.0000000000		-60.0000000000		0.0000000000	
	-280.0000000000		-40.0000000000		0.0000000000	
	-280.0000000000		-20.0000000000		0.0000000000	
	-280.0000000000		0.0000000000		0.0000000000	
	-280.0000000000		20.0000000000		0.0000000000	
	-280.0000000000		40.0000000000		0.0000000000	
	-280.0000000000		60.0000000000		0.0000000000	
	-280.0000000000		80.0000000000		0.0000000000	
	-280.0000000000		100.0000000000		0.0000000000	
	-280.0000000000		120.0000000000		0.0000000000	
	-280.0000000000		140.0000000000		0.0000000000	
	-280.0000000000		160.0000000000		0.0000000000	
	-280.0000000000		180.0000000000		0.0000000000	
	-280.0000000000		200.0000000000		0.0000000000	
	-280.0000000000		220.0000000000		0.0000000000	
	-280.0000000000		240.0000000000		0.0000000000	
	-280.0000000000		260.0000000000		0.0000000000	
	-280.0000000000		280.0000000000		0.0000000000	
	-280.0000000000		300.0000000000		0.0000000000	

	-260.0000000000		-300.0000000000		0.0000000000	
	-260.0000000000		-280.0000000000		0.0000000000	
	-260.0000000000		-260.0000000000		0.0000000000	
	-260.0000000000		-240.0000000000		0.0000000000	
	-260.0000000000		-220.0000000000		0.0000000000	
	-260.0000000000		-200.0000000000		0.0000000000	
	-260.0000000000		-180.0000000000		0.0000000000	
	-260.0000000000		-160.0000000000		0.0000000000	
	-260.0000000000		-140.0000000000		0.0000000000	
	-260.0000000000		-120.0000000000		0.0000000000	
	-260.0000000000		-100.0000000000		0.0000000000	
	-260.0000000000		-80.0000000000		0.0000000000	
	-260.0000000000		-60.0000000000		0.0000000000	
	-260.0000000000		-40.0000000000		0.0000000000	
	-260.0000000000		-20.0000000000		0.0000000000	
	-260.0000000000		0.0000000000		0.0000000000	
	-260.0000000000		20.0000000000		0.0000000000	
	-260.0000000000		40.0000000000		0.0000000000	
	-260.0000000000		60.0000000000		0.0000000000	
	-260.0000000000		80.0000000000		0.0000000000	
	-260.0000000000		100.0000000000		0.0000000000	
	-260.0000000000		120.0000000000		0.0000000000	
	-260.0000000000		140.0000000000		0.0000000000	
	-260.0000000000		160.0000000000		0.0000000000	
	-260.0000000000		180.0000000000		0.0000000000	
	-260.0000000000		200.0000000000		0.0000000000	
	-260.0000000000		220.0000000000		0.0000000000	
	-260.0000000000		240.0000000000		0.0000000000	
	-260.0000000000		260.0000000000		0.0000000000	
	-260.0000000000		280.0000000000		0.0000000000	
	-260.0000000000		300.0000000000		0.0000000000	

	-240.0000000000		-300.0000000000		0.0000000000	
	-240.0000000000		-280.0000000000		0.0000000000	
	-240.0000000000		-260.0000000000		0.0000000000	
	-240.0000000000		-240.0000000000		0.0000000000	
	-240.0000000000		-220.0000000000		0.0000000000	
	-240.0000000000		-200.0000000000		0.0000000000	
	-240.0000000000		-180.0000000000		0.0000000000	
	-240.0000000000		-160.0000000000		0.0000000000	
	-240.0000000000		-140.0000000000		0.0000000000	
	-240.0000000000		-120.0000000000		0.0000000000	
	-240.0000000000		-100.0000000000		0.0000000000	
	-240.0000000000		-80.0000000000		0.0000000000	
	-240.0000000000		-60.0000000000		0.0000000000	
	-240.0000000000		-40.0000000000		0.0000000000	
	-240.0000000000		-20.0000000000		0.0000000000	
	-240.0000000000		0.0000000000		0.0000000000	
	-240.0000000000		20.0000000000		0.0000000000	
	-240.0000000000		40.0000000000		0.0000000000	
	-240.0000000000		60.0000000000		0.0000000000	
	-240.0000000000		80.0000000000		0.0000000000	
	-240.0000000000		100.0000000000		0.0000000000	
	-240.0000000000		120.0000000000		0.0000000000	
	-240.0000000000		140.0000000000		0.0000000000	
